Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,plx,e_plx,pmRA*,pmDE,logt,e_logt,N,Ref
ESO_175_06       ,214.647,-56.914,314.65,3.962,0.323,0.024,-6.988,-2.84,8.6,      ,48,Dias et al. 2002
Dolidze_14       ,61.71,27.534,167.516,-17.97,0.465,0.034,1.343,-1.416,9.46,0.218,39,Dias et al. 2002
NGC_1750         ,75.988,23.674,179.17,-10.68,1.376,0.029,-0.991,-2.473,7.88,0.181,52,Dias et al. 2002
BH_99            ,159.443,-59.21,286.556,-0.656,0.355,0.02,-6.254,2.842,7.605,      ,214,Dias et al. 2002
NGC_2260         ,99.529,-1.477,212.728,-3.637,0.44,0.03,-0.215,-0.307,9.14,0.21,74,Dias et al. 2002
NGC_6847         ,299.154,30.222,66.89,0.788,0.261,0.019,-2.679,-5.254,8.7,      ,208,Dias et al. 2002
Ferrero_11       ,93.65,0.624,208.144,-7.901,0.352,0.03,0.234,0.401,9.06,0.208,93,Dias et al. 2002
Majaess_68       ,88.063,26.984,182.427,0.25,0.626,0.033,0.557,-3.08,6.6,0.152,76,Dias et al. 2002
BDSB96           ,106.361,-12.34,225.501,-2.541,0.245,0.019,-0.522,1.085,8.84,0.203,58,Dias et al. 2002
Alessi_Teutsch_8 ,180.703,-60.944,297.06,1.372,0.991,0.024,-6.644,1.695,8.65,      ,96,Dias et al. 2002
NGC_6991         ,313.752,47.412,87.416,1.518,0.375,0.023,-3.237,-4.256,9.11,      ,214,Dias et al. 2002
Majaess_41       ,60.857,51.297,150.624,-0.947,0.514,0.029,0.5,-1.325,8.76,0.201,118,Dias et al. 2002
BH_34            ,127.908,-44.528,262.638,-2.931,0.277,0.02,-3.211,3.982,8.88,0.204,64,Dias et al. 2002
Collinder_34     ,44.821,60.567,138.015,1.495,0.448,0.024,-0.162,-0.042,6.74,0.155,140,Dias et al. 2002
Alessi_Teutsch_10,56.139,29.686,162.174,-19.698,0.612,0.045,0.912,-1.98,9.26,0.213,61,Dias et al. 2002
Alessi_J2327+55  ,351.946,55.574,111.237,-5.387,0.242,0.017,-2.369,-1.272,8.69,      ,110,Dias et al. 2002
Alessi_Teutsch_5 ,332.146,61.026,104.463,4.137,0.228,0.016,-2.574,-1.81,7.02,      ,144,Dias et al. 2002
Alessi_Teutsch_11,304.075,52.113,87.47,9.328,0.157,0.012,-2.438,-3.116,8.15,      ,11,Dias et al. 2002
NGC_2408         ,115.066,71.65,143.63,29.474,0.553,0.024,0.002,-5.318,9.06,0.208,19,Dias et al. 2002
Collinder_240    ,167.846,-60.338,290.853,0.166,0.282,0.019,-6.223,1.874,7.16,      ,55,Dias et al. 2002
ESO_261_07       ,141.028,-44.723,268.878,4.009,0.322,0.024,-3.855,3.209,8.9,0.205,88,Dias et al. 2002
Alessi_31        ,267.69,-11.906,15.289,7.689,1.477,0.024,-1.137,-4.216,9.01,      ,47,Dias et al. 2002
Alessi_37        ,341.976,46.302,101.722,-11.42,1.401,0.023,0.351,-1.682,8.48,      ,44,Dias et al. 2002
BH_23            ,123.627,-36.394,254.102,-0.947,0.324,0.022,-2.746,3.14,8.7,0.2,202,Dias et al. 2002
Majaess_70       ,90.249,-9.913,216.216,-15.659,0.276,0.021,0.264,0.092,9.02,0.207,32,Dias et al. 2002
Herschel_1       ,116.751,-0.008,219.373,12.333,0.317,0.024,-0.705,-0.203,9.48,0.218,62,Dias et al. 2002
Alessi_Teutsch_3 ,118.206,-53.06,266.455,-12.879,0.182,0.015,-1.598,3.44,9.12,0.21,31,Dias et al. 2002
Teutsch_35       ,294.044,35.629,69.447,7.199,0.177,0.015,-2.211,-3.908,8.37,      ,114,Dias et al. 2002
Aveni_Hunter_1   ,354.463,48.56,110.577,-12.538,0.206,0.016,-1.904,-1.284,8.26,      ,78,Dias et al. 2002
Alessi_34        ,120.44,-50.561,264.922,-10.451,0.227,0.016,-1.985,4.007,9.02,0.207,139,Dias et al. 2002
Casado_Alessi_1  ,13.408,49.54,123.297,-13.33,1.414,0.023,6.479,-6.453,8.76,0.201,28,Dias et al. 2002
Alessi_43        ,132.67,-41.745,262.57,1.519,1.053,0.022,-5.49,3.929,6.74,0.155,69,Dias et al. 2002
Alessi_40        ,279.164,-19.46,13.92,-5.614,0.164,0.042,-2.713,-4.464,7.88,      ,35,Dias et al. 2002
Teutsch_38       ,132.063,-38.039,259.4,3.498,0.248,0.019,-3.093,2.954,8.86,0.204,463,Dias et al. 2002
Alessi_Teutsch_9 ,51.868,34.947,155.743,-17.798,1.518,0.033,-1.796,-1.42,8.46,0.195,32,Dias et al. 2002
BH_164           ,221.939,-66.343,314.241,-6.061,0.141,0.012,-5.921,-3.084,8.2,      ,82,Dias et al. 2002
Alessi_33        ,105.5,-26.524,237.904,-9.61,0.19,0.014,-0.596,1.978,8.94,0.206,281,Dias et al. 2002
Alessi_Teutsch_7 ,127.808,-39.133,258.239,0.195,0.296,0.021,-3.269,3.564,8.7,0.2,117,Dias et al. 2002
Trumpler_24      ,254.098,-40.664,344.631,1.587,0.59,0.026,-0.266,-1.285,6.919,      ,327,Dias et al. 2002
Alessi_Teutsch_12,255.295,-58.99,330.588,-10.292,1.629,0.024,-2.264,-8.963,7.07,      ,12,Dias et al. 2002
Briceno_1        ,81.219,1.687,201.122,-18.339,2.87,0.027,1.351,-0.032,7,0.161,50,Dias et al. 2002
Alessi_44        ,295.622,1.441,40.126,-10.665,0.132,0.033,-2.459,-6.63,8.42,      ,23,Dias et al. 2002
Trumpler_37      ,324.642,57.401,99.193,3.708,0.186,0.015,-2.578,-2.269,7.054,      ,449,Dias et al. 2002
Collinder_316    ,253.788,-40.937,344.271,1.598,0.6,0.026,-0.46,-1.547,6.68,0.154,300,Dias et al. 2002
Collinder_464    ,78.005,73.885,138.423,19.527,0.407,0.027,0.642,-1.357,9.3,0.214,27,Dias et al. 2002
Melotte_31       ,79.487,33.335,173.076,-2.544,0.212,0.017,0.499,-0.453,8.92,0.205,87,Dias et al. 2002
Melotte_25       ,67.11,16.154,180.071,-21.864,0.264,0.02,0.397,-0.744,9.06,0.208,570,Dias et al. 2002
ESO_456_29       ,269.641,-32.02,358.763,-3.969,0.662,0.038,-1.14,-5.429,9.2,      ,13,Dias et al. 2002
Dutra_Bica_7     ,267.529,-28.886,0.552,-0.817,0.371,0.03,-0.789,-2.027,8.18,0.188,19,Dias et al. 2002
ESO_456_05       ,268.257,-29.895,98.189,-1.877,0.493,0.035,0.168,-2.02,9,      ,23,Dias et al. 2002
Dutra_Bica_32    ,269.893,-28.554,1.885,-2.439,0.429,0.034,-0.599,-1.899,8.7,0.2,22,Dias et al. 2002
ESO_456_72       ,273.122,-29.575,2.361,-5.402,0.086,0.068,-0.455,-5.558,9.49,      ,13,Dias et al. 2002
SBB_4            ,335.857,56.609,103.587,-0.599,0.446,0.024,-2.2,-2.114,6.7,      ,17,Dias et al. 2002
FSR_0869         ,92.519,24.565,186.517,2.538,0.218,0.045,0.429,-0.638,8.58,0.197,15,Dias et al. 2002
Arp_Madore_2     ,114.683,-33.843,248.121,-5.882,0.699,0.041,-2.548,2.497,9.58,0.22,13,Dias et al. 2002
FSR_0763         ,83.672,39.139,170.145,3.494,0.707,0.026,0.411,-2.651,8.98,0.207,12,Dias et al. 2002
BH_208           ,254.901,-37.086,347.827,3.319,0.765,0.051,-3.072,-2.071,9.55,      ,16,Dias et al. 2002
AH03_J1725-34.4  ,261.385,-34.407,353.091,0.639,0.559,0.029,-1.015,-2.167,9,0.207,15,Dias et al. 2002
ESO_260_06       ,131.568,-47.7,266.703,-2.84,0.391,0.024,-3.365,3.812,8.54,0.196,14,Dias et al. 2002
ESO_334_02       ,264.237,-42.233,347.754,-5.512,0.48,0.028,-1.399,-3.541,9.2,      ,29,Dias et al. 2002
BH_92            ,154.785,-56.419,282.988,0.437,0.412,0.022,-5.815,3.401,6.9,0.159,25,Dias et al. 2002
BH_110           ,166.832,-61.448,290.823,-1.048,0.28,0.02,-6.049,2.009,9,      ,28,Dias et al. 2002
BH_111           ,167.29,-63.836,291.944,-3.168,0.337,0.024,-6.863,2.301,8.35,      ,34,Dias et al. 2002
Ruprecht_166     ,201.426,-63.469,306.747,-0.852,0.272,0.02,-6.677,-1.233,8.42,0.194,54,Dias et al. 2002
ESO_168_04       ,157.728,-53.865,283.057,3.494,0.366,0.02,-6.485,3.278,9.315,      ,28,Dias et al. 2002
Loden_466        ,175.929,-62.525,295.21,-0.673,0.401,0.02,-6.404,0.766,7.06,0.162,30,Dias et al. 2002
ESO_132_14       ,204.136,-62.218,308.162,0.195,0.393,0.024,-6.27,-1.957,8.9,      ,34,Dias et al. 2002
BH_37            ,128.954,-43.608,262.347,-1.78,0.265,0.02,-3.52,4.067,8.4,0.193,21,Dias et al. 2002
BH_85            ,150.468,-49.568,276.916,4.543,0.338,0.011,-5.67,4.571,8.85,      ,12,Dias et al. 2002
ESO_315_14       ,143.862,-39.525,266.794,9.219,1.042,0.022,-5.436,0.012,7.85,      ,12,Dias et al. 2002
BH_197           ,251.628,-45.861,339.479,-0.337,0.403,0.03,-1.244,-2.435,7.5,      ,27,Dias et al. 2002
Majaess_61       ,84.586,27.45,180.418,-2.146,0.689,0.034,0.412,-2.043,7.06,0.162,14,Dias et al. 2002
AH03_J2011+26.7  ,302.997,26.726,65.734,-3.933,0.494,0.032,-1.219,-4.398,7.35,      ,14,Dias et al. 2002
BH_211           ,255.537,-41.105,344.958,0.46,0.561,0.028,-0.753,-2.101,9,      ,28,Dias et al. 2002
ESO_368_14       ,116.762,-32.963,248.209,-3.938,0.642,0.027,-2.107,2.519,6.6,0.152,19,Dias et al. 2002
ESO_211_01       ,131.803,-52.071,270.224,-5.446,0.409,0.022,-4.055,4.786,8.66,0.199,37,Dias et al. 2002
ESO_139_13       ,264.426,-58.138,333.976,-13.811,0.69,0.036,-0.345,-3.988,8.78,      ,18,Dias et al. 2002
BH_140           ,193.331,-67.174,303.116,-4.303,0.19,0.016,-14.857,1.292,8.2,      ,18,Dias et al. 2002
BH_131           ,186.567,-63.415,300.12,-0.681,0.144,0.034,-6.516,0.276,9.1,      ,21,Dias et al. 2002
ESO_260_07       ,132.002,-47.043,266.375,-2.199,0.301,0.017,-3.217,3.67,8.54,0.196,51,Dias et al. 2002
Dolidze_4        ,304.465,36.721,74.749,0.571,0.441,0.021,-2.04,-4.213,6.44,0.148,21,Dias et al. 2002
ESO_493_03       ,114.944,-27.294,242.497,-2.494,0.403,0.022,-1.657,2.136,6.36,0.146,41,Dias et al. 2002
ESO_456_09       ,268.464,-32.484,357.862,-3.339,0.534,0.035,0.341,-0.841,9,      ,20,Dias et al. 2002
ESO_099_06       ,232.474,-64.855,318.772,-6.976,0.314,0.023,-5.377,-4.351,9.2,      ,34,Dias et al. 2002
ESO_335_05       ,274.033,-41.058,352.391,-11.334,0.37,0.023,-0.904,-4.85,9.2,      ,60,Dias et al. 2002
ESO_397_01       ,213.846,-78.517,307.193,-16.346,0.496,0.029,-7.28,-3.153,9.1,      ,31,Dias et al. 2002
ESO_021_06       ,213.83,-78.521,307.188,-16.349,0.425,0.028,-7.114,-3.065,9.35,      ,26,Dias et al. 2002
NGC_1785         ,74.686,-68.855,280.022,-35.23,0.025,0.029,1.857,-0.073,8.74,0.192,16,Dias et al. 2002
ESO_311_14       ,117.354,-42.704,256.949,-8.37,0.293,0.02,-1.986,3.468,9.22,0.212,26,Dias et al. 2002
ESO_141_47       ,289.541,-57.907,338.95,-26.188,0.583,0.028,0.517,-3.951,9.1,      ,25,Dias et al. 2002
ESO_062_11       ,159.736,-69.024,291.504,-9.146,0.435,0.025,-6.318,2.693,8.53,      ,60,Dias et al. 2002
NGC_2013         ,86.008,55.793,156.515,13.419,0.502,0.023,0.505,-1.611,9.6,0.221,16,Dias et al. 2002
ESO_139_54       ,271.169,-58.53,335.275,-17.144,0.516,0.032,-0.007,-3.228,9.1,      ,26,Dias et al. 2002
ESO_313_12       ,130.956,-40.232,260.579,1.46,0.819,0.028,-5.187,4.119,6.46,0.149,29,Dias et al. 2002
NGC_2678         ,132.531,11.346,216.038,31.444,0.781,0.039,-2.338,-3.274,8.9,0.205,21,Dias et al. 2002
NGC_7193         ,330.756,10.786,70.074,-34.285,0.719,0.033,-1.479,-3.114,9.65,      ,20,Dias et al. 2002
ESO_447_29       ,219.374,-29.419,329.066,28.016,0.641,0.035,-5.865,-1.83,9.5,      ,29,Dias et al. 2002
NGC_2017         ,84.831,-17.845,221.625,-23.698,0.835,0.028,0.96,0.925,9.08,0.209,37,Dias et al. 2002
Dol_Dzim_9       ,272.201,31.556,58.123,22.265,0.53,0.027,-1.896,-3.988,9.36,      ,28,Dias et al. 2002
Majaess_65       ,87.426,27.077,182.057,-0.191,1.057,0.033,-0.535,-0.972,7.68,0.177,18,Dias et al. 2002
ESO_128_16       ,163.425,-58.24,287.937,1.162,0.319,0.021,-6.114,2.594,8.92,      ,90,Dias et al. 2002
ESO_314_14       ,139.902,-38.111,263.563,8.072,0.28,0.02,-3.964,3.44,9.44,0.217,40,Dias et al. 2002
ESO_435_09       ,148.882,-28.98,262.71,19.836,0.543,0.032,-5.7,1.784,8.425,      ,40,Dias et al. 2002
Majaess_99       ,125.468,-42.075,259.607,-2.958,0.661,0.021,-4.38,5.208,6.56,0.151,23,Dias et al. 2002
ESO_282_26       ,288.462,-42.649,355.013,-21.891,0.5,0.031,-0.76,-3.806,9.11,      ,31,Dias et al. 2002
ESO_123_26       ,118.139,-60.345,273.117,-16.273,1.048,0.019,-3.46,11.038,8.62,0.198,17,Dias et al. 2002
Pozzo_1          ,122.373,-47.328,262.792,-7.687,0.115,0.032,-1.844,3.243,8.88,0.204,47,Dias et al. 2002
NGC_2061         ,86.031,-33.947,238.944,-27.929,0.674,0.024,1.051,2.632,9.48,0.218,40,Dias et al. 2002
ESO_231_30       ,289.225,-51.466,345.9,-24.719,0.373,0.027,0.39,-5.831,9.5,      ,42,Dias et al. 2002
BH_56            ,134.304,-43.224,264.478,1.492,1.103,0.017,-5.435,5.598,6.74,0.155,29,Dias et al. 2002
NGC_7826         ,1.318,-20.696,61.85,-77.653,0.955,0.038,7.365,-3.686,9.48,0.218,21,Dias et al. 2002
ESO_236_07       ,320.38,-51.865,345.752,-43.898,0.599,0.03,4.695,-4.788,9.75,      ,41,Dias et al. 2002
Ferrero_1        ,274.995,-32.373,0.616,-8.123,0.059,0.061,-2.363,-4.565,8.27,      ,11,Dias et al. 2002
Alessi_24        ,260.863,-62.643,329.052,-14.585,2.056,0.023,-0.441,-8.955,7.03,      ,44,Dias et al. 2002
Alessi_22        ,357.026,36.183,108.874,-24.952,0.509,0.033,-2.348,-3.032,9.28,0.213,185,Dias et al. 2002
COIN-Gaia_1      ,12.019,66.789,122.601,3.921,1.555,0.031,-5.032,-3.137,7.9,0.182,87,Cantat-Gaudin et al. 2019
COIN-Gaia_2      ,15.061,55.396,124.193,-7.453,0.787,0.036,-4.421,-2.069,8.54,0.196,143,Cantat-Gaudin et al. 2019
COIN-Gaia_3      ,18.755,60.502,125.833,-2.236,0.795,0.033,-2.464,-1.883,7.76,0.178,91,Cantat-Gaudin et al. 2019
COIN-Gaia_4      ,26.105,58.74,129.773,-3.427,0.473,0.024,-0.962,-1.11,8.14,0.187,52,Cantat-Gaudin et al. 2019
COIN-Gaia_5      ,27.409,58.063,130.587,-3.941,1.1,0.035,-2.839,-0.569,7.92,0.182,35,Cantat-Gaudin et al. 2019
COIN-Gaia_6      ,28.115,58.638,130.816,-3.297,0.305,0.022,-2.363,-0.491,8.34,0.192,103,Cantat-Gaudin et al. 2019
COIN-Gaia_7      ,33.727,58.443,133.688,-2.675,0.67,0.033,-1.068,-1.647,7.98,0.184,41,Cantat-Gaudin et al. 2019
COIN-Gaia_8      ,39.138,49.981,139.705,-9.435,1.369,0.028,2.406,-2.532,7.9,0.182,53,Cantat-Gaudin et al. 2019
COIN-Gaia_9      ,47.763,48.002,145.713,-8.597,1.154,0.035,-2.019,-2.867,7.66,0.176,33,Cantat-Gaudin et al. 2019
UBC13            ,120.901,3.609,218.043,17.682,1.616,0.027,-7.69,-1.155,7.96,0.183,36,Castro-Ginard et al. 2018
COIN-Gaia_10     ,68.346,40.551,161.868,-4.974,0.96,0.03,1.96,-3.467,8.54,0.196,32,Cantat-Gaudin et al. 2019
COIN-Gaia_11     ,68.085,39.493,162.514,-5.838,1.515,0.027,3.498,-5.697,8.7,0.2,89,Cantat-Gaudin et al. 2019
COIN-Gaia_12     ,79.169,41.754,166.059,2.115,1.025,0.034,2.516,-4.726,8.82,0.203,81,Cantat-Gaudin et al. 2019
COIN-Gaia_13     ,83.147,42.123,167.412,4.778,1.948,0.046,-3.887,-1.68,7.98,0.184,152,Cantat-Gaudin et al. 2019
COIN-Gaia_14     ,77.686,39.205,167.464,-0.294,1.045,0.025,1.264,-6.635,8.42,0.194,24,Cantat-Gaudin et al. 2019
COIN-Gaia_15     ,76.071,35.827,169.402,-3.343,0.83,0.039,0.314,-3.822,7.96,0.183,110,Cantat-Gaudin et al. 2019
COIN-Gaia_16     ,80.193,37.409,170.069,0.263,0.631,0.032,1.212,-3.8,8.64,0.199,32,Cantat-Gaudin et al. 2019
COIN-Gaia_17     ,81.221,37.556,170.409,1.019,0.911,0.037,0.273,-4.305,8.46,0.195,78,Cantat-Gaudin et al. 2019
COIN-Gaia_18     ,78.457,35.511,170.81,-1.974,0.966,0.031,0.71,-4.949,8.7,0.2,45,Cantat-Gaudin et al. 2019
COIN-Gaia_19     ,82.196,34.302,173.55,-0.141,0.783,0.034,-1.529,-4.667,8.66,0.199,82,Cantat-Gaudin et al. 2019
COIN-Gaia_20     ,78.613,31.682,174.001,-4.102,0.932,0.03,0.477,-1.523,7.68,0.177,47,Cantat-Gaudin et al. 2019
COIN-Gaia_21     ,84.757,28.391,179.702,-1.516,0.715,0.027,-0.175,-3.813,7.22,0.166,32,Cantat-Gaudin et al. 2019
COIN-Gaia_22     ,91.05,31.601,179.718,4.807,0.519,0.029,-0.759,-3.291,8.04,0.185,95,Cantat-Gaudin et al. 2019
COIN-Gaia_23     ,87.476,27.004,182.143,-0.189,1.06,0.036,-0.378,-0.964,7.78,0.179,103,Cantat-Gaudin et al. 2019
COIN-Gaia_24     ,90.658,23.196,186.883,0.384,0.989,0.031,2.514,-2.964,7.94,0.183,56,Cantat-Gaudin et al. 2019
COIN-Gaia_25     ,91.678,20.251,189.914,-0.234,1.228,0.034,-0.523,-2.636,8.76,0.201,97,Cantat-Gaudin et al. 2019
COIN-Gaia_26     ,83.806,15.718,190.029,-8.983,0.708,0.035,0.248,-2.393,7.88,0.181,71,Cantat-Gaudin et al. 2019
COIN-Gaia_27     ,85.73,13.722,192.732,-8.423,0.924,0.037,0.691,-3.608,8.74,0.201,68,Cantat-Gaudin et al. 2019
COIN-Gaia_28     ,96.348,11.151,200.054,-0.621,0.609,0.032,-1.162,-0.976,7.94,0.183,106,Cantat-Gaudin et al. 2019
COIN-Gaia_29     ,15.539,63.625,124.122,0.779,0.335,0.019,-2.674,-0.386,6.84,0.157,17,Cantat-Gaudin et al. 2019
COIN-Gaia_30     ,21.041,70.565,125.672,7.868,1.375,0.035,-6.151,2.026,7.98,0.184,94,Cantat-Gaudin et al. 2019
COIN-Gaia_31     ,21.326,61.142,127.008,-1.461,0.382,0.024,-2.002,-0.611,8.52,0.196,24,Cantat-Gaudin et al. 2019
COIN-Gaia_32     ,28.248,63.065,129.837,1.021,0.794,0.022,0.003,-2.305,8.3,0.191,21,Cantat-Gaudin et al. 2019
COIN-Gaia_33     ,30.258,61.487,131.139,-0.271,0.154,0.034,-1.344,-0.14,6.72,0.155,17,Cantat-Gaudin et al. 2019
COIN-Gaia_34     ,31.25,61.782,131.511,0.142,1.042,0.032,-2.294,0.792,7.78,0.179,42,Cantat-Gaudin et al. 2019
COIN-Gaia_35     ,33.478,60.037,133.064,-1.203,0.381,0.025,-0.528,-0.432,7.84,0.18,21,Cantat-Gaudin et al. 2019
COIN-Gaia_37     ,44.804,58.439,139.007,-0.383,0.988,0.022,0.808,-2.09,8.62,0.198,13,Cantat-Gaudin et al. 2019
COIN-Gaia_38     ,51.434,51.095,146.068,-4.711,0.839,0.033,2.002,-6.871,8.52,0.196,62,Cantat-Gaudin et al. 2019
COIN-Gaia_39     ,69.591,42.963,160.704,-2.665,0.991,0.026,0.159,-2.532,7.2,0.166,19,Cantat-Gaudin et al. 2019
COIN-Gaia_40     ,81.867,33.495,174.07,-0.816,0.484,0.026,0.323,-2.8,8.34,0.192,22,Cantat-Gaudin et al. 2019
COIN-Gaia_41     ,89.84,19.013,190.14,-2.351,0.546,0.029,-0.33,-3.674,8.5,0.196,61,Cantat-Gaudin et al. 2019
FSR 494          ,6.431,63.748,120.093,1.018,0.243,0.019,-2.495,-0.911,8.46,0.195,52,Cantat-Gaudin et al. 2019
Czernik 15       ,50.723,52.223,145.075,-4.015,0.356,0.02,0.315,-1.066,6.7,0.154,21,Cantat-Gaudin et al. 2019
UBC1             ,288.004,56.832,87.554,19.76,3.077,0.019,-2.435,3.641,7.88,0.181,47,Castro-Ginard et al. 2018
UBC2             ,5.805,46.6,117.894,-15.992,1.778,0.022,-6.379,-5.099,8.64,0.199,23,Castro-Ginard et al. 2018
UBC3             ,283.772,12.343,44.354,4.797,0.582,0.023,-0.572,-1.395,8.62,0.198,29,Castro-Ginard et al. 2018
UBC4             ,60.961,35.351,161.429,-12.755,1.693,0.032,-0.796,-5.743,8.26,0.19,44,Castro-Ginard et al. 2018
UBC5             ,238.426,-47.726,331.744,4.684,1.788,0.027,-6.733,-4.165,7.9,0.182,29,Castro-Ginard et al. 2018
UBC6             ,343.952,51.198,105.137,-7.633,0.689,0.022,-4.611,-4.961,8.9,0.205,76,Castro-Ginard et al. 2018
UBC7             ,106.924,-37.743,248.802,-13.253,3.599,0.027,-9.712,7.023,7.56,0.174,77,Castro-Ginard et al. 2018
UBC8             ,84.365,57.161,154.832,13.302,2.085,0.032,-3.253,-3.967,7.88,0.181,104,Castro-Ginard et al. 2018
UBC9             ,276.64,26.409,54.481,16.808,2.897,0.024,0.637,-5.413,7.52,0.173,25,Castro-Ginard et al. 2018
UBC10a           ,324.461,61.754,102.039,7.021,1.093,0.022,-2.104,-3.1,7.06,0.162,43,Castro-Ginard et al. 2018
UBC10b           ,326.877,61.101,102.492,5.759,1.026,0.02,-3.443,-1.929,8.56,0.197,40,Castro-Ginard et al. 2018
UBC11            ,246.17,-59.95,326.817,-7.396,2.158,0.028,-0.468,-6.788,7.92,0.182,44,Castro-Ginard et al. 2018
UBC12            ,126.134,-8.566,231.817,16.248,2.261,0.029,-8.287,4.169,8.82,0.203,19,Castro-Ginard et al. 2018
UBC14            ,294.807,3.641,41.707,-8.91,1.31,0.026,0.145,-2.136,7.56,0.174,46,Castro-Ginard et al. 2018
UBC17a           ,83.382,-1.586,205.234,-18.013,2.786,0.037,1.586,-1.197,6.9,0.159,180,Castro-Ginard et al. 2018
UBC17b           ,83.339,-1.538,205.171,-18.027,2.416,0.039,0.078,-0.14,6.92,0.159,103,Castro-Ginard et al. 2018
UBC19            ,56.484,29.918,162.255,-19.326,2.461,0.054,2.721,-5.189,6.7,0.154,34,Castro-Ginard et al. 2018
UBC21            ,130.355,-20.682,244.569,12.901,1.141,0.029,-6.456,2.55,7.9,0.182,47,Castro-Ginard et al. 2018
UBC26            ,285.34,21.912,53.569,7.901,1.641,0.039,-2.056,-5.15,7.46,0.172,64,Castro-Ginard et al. 2018
UBC27            ,294.319,15.587,52.005,-2.74,0.874,0.031,-0.807,-6.24,8.4,0.193,65,Castro-Ginard et al. 2018
UBC31            ,61.118,32.768,163.337,-14.557,2.769,0.036,3.746,-5.42,7.1,0.163,84,Castro-Ginard et al. 2018
UBC32            ,279.435,-14.046,18.877,-3.389,3.573,0.033,-1.752,-9.298,7.86,0.181,60,Castro-Ginard et al. 2018
UBC33            ,7.394,60.491,120.241,-2.266,0.647,0.019,-0.95,-0.52,8.18,0.188,43,Castro-Ginard et al. 2019
UBC34            ,11.804,66.753,122.515,3.885,1.553,0.023,-5.061,-3.208,8.1,0.186,41,Castro-Ginard et al. 2019
UBC35            ,15.095,55.411,124.212,-7.438,0.78,0.026,-4.429,-2.056,8.54,0.196,70,Castro-Ginard et al. 2019
UBC36            ,16.47,59.638,124.759,-3.183,0.485,0.027,-1.244,-0.518,8.4,0.193,27,Castro-Ginard et al. 2019
UBC37            ,20.948,70.583,125.639,7.882,1.362,0.029,-6.13,1.988,8.02,0.184,83,Castro-Ginard et al. 2019
UBC38            ,18.728,60.503,125.82,-2.237,0.795,0.028,-2.459,-1.888,7.72,0.178,56,Castro-Ginard et al. 2019
UBC39            ,19.794,61.025,126.286,-1.666,0.496,0.026,-1.251,-0.221,8.26,0.19,45,Castro-Ginard et al. 2019
UBC40            ,22.629,60.236,127.768,-2.268,0.415,0.027,-1.02,-0.635,6.88,0.158,27,Castro-Ginard et al. 2019
UBC41            ,23.232,59.794,128.135,-2.658,0.407,0.022,-0.781,-0.796,8.24,0.19,47,Castro-Ginard et al. 2019
UBC42            ,26.143,58.742,129.792,-3.42,0.476,0.025,-0.968,-1.09,8.36,0.192,55,Castro-Ginard et al. 2019
UBC43            ,28.098,58.649,130.805,-3.287,0.301,0.021,-2.352,-0.484,8.92,0.205,73,Castro-Ginard et al. 2019
UBC44            ,31.113,54.357,133.529,-7.006,0.37,0.023,-2.25,-0.242,8.62,0.198,47,Castro-Ginard et al. 2019
UBC45            ,33.745,58.447,133.695,-2.668,0.681,0.032,-1.051,-1.658,8.26,0.19,31,Castro-Ginard et al. 2019
UBC46            ,33.693,57.309,134.031,-3.756,0.403,0.024,-0.82,-1.188,7.12,0.164,65,Castro-Ginard et al. 2019
UBC47            ,42.001,63.802,135.374,3.783,0.664,0.035,1.18,-1.164,8.56,0.197,24,Castro-Ginard et al. 2019
UBC48            ,39.068,50.049,139.637,-9.391,1.379,0.028,2.416,-2.506,7.68,0.177,49,Castro-Ginard et al. 2019
UBC49            ,60.218,59.192,145.145,4.754,0.394,0.029,-1.819,-1.362,9.12,0.21,47,Castro-Ginard et al. 2019
UBC50            ,51.496,51.083,146.107,-4.7,0.843,0.029,2.008,-6.858,8.24,0.19,52,Castro-Ginard et al. 2019
UBC51            ,59.668,52.559,149.243,-0.474,0.923,0.028,-0.253,-1.335,6.94,0.16,34,Castro-Ginard et al. 2019
UBC52            ,64.741,52.373,151.649,1.475,0.435,0.028,-0.873,0.547,8.66,0.199,32,Castro-Ginard et al. 2019
UBC53            ,59.821,47.401,152.676,-4.328,0.632,0.034,0.617,-2.967,8.84,0.203,47,Castro-Ginard et al. 2019
UBC54            ,64.721,46.439,155.796,-2.771,0.916,0.033,3.286,-3.834,8.36,0.192,143,Castro-Ginard et al. 2019
UBC56            ,69.877,47.527,157.434,0.526,1.143,0.031,1.551,-4.043,8.48,0.195,72,Castro-Ginard et al. 2019
UBC57            ,62.962,42.722,157.478,-6.317,0.534,0.03,3.112,-2.245,9.2,0.212,36,Castro-Ginard et al. 2019
UBC58            ,68.407,40.497,161.94,-4.977,0.969,0.034,1.936,-3.505,7.98,0.184,39,Castro-Ginard et al. 2019
UBC59            ,82.241,48.04,162.063,7.443,0.425,0.027,0.628,-2.018,8.58,0.197,76,Castro-Ginard et al. 2019
UBC60            ,68.134,39.497,162.537,-5.808,1.506,0.028,3.517,-5.751,8.6,0.198,71,Castro-Ginard et al. 2019
UBC61            ,75.062,36.269,168.552,-3.72,0.764,0.035,2.024,-2.205,8.56,0.197,52,Castro-Ginard et al. 2019
UBC62            ,76.108,35.825,169.421,-3.321,0.825,0.036,0.256,-3.809,8.52,0.196,94,Castro-Ginard et al. 2019
